,player_id_otc,Team,team_id,Position,Role,Years,date_signed,year_signed,start_year,Total,APY,Guarantee,GPY,GP,total_guarantees,vested_guarantees,signing_bonus,option_bonus,roster_bonus,pergame_bonus,workout_bonus,incentives,FA,Status,contract_type,Accrued,height,weight,DOB,college,original_team_id,draft_year,draft_round,draft_pick,Notes,nfl_player_id,Name,season,player_id_pff,player,pos,overall,overall_rk,pass,run,receiving,passblock,runblock,passrush,rundefense,coverage,discipline,pass_snaps,receiving_snaps,passblock_snaps,run_snaps,runblock_snaps,rundefense_snaps,passrush_snaps,coverage_snaps,total_snaps,games
208,1548,Seahawks,32,WR,Offense,3,,2016,2016,13500000,4500000,6300000,2100000,46.7%,6300000,0,5500000,0,0,0,0,4200000,2019,Active,UFA,2012,6-1,209.0,1990-02-06 00:00:00,Washington,32,2012,0,0,"Jermaine Kearse signed a 3 year, $13.5 million contract with the Seahawks on March 9, 2016. Kearse receieved a $6.3 million guarantee including a $5.5 million signing bonus. Kearse can earn up to $1.4 million per year in incentives.",2532887,Jermaine Kearse,2015.0,7428.0,Jermaine Kearse,WR,74.1,50,\N,60,72.1,\N,77.1,\N,\N,\N,88.1,0.0,591.0,0.0,0.0,304.0,0.0,0.0,0.0,895.0,18.0
209,1551,Seahawks,32,P,Special,4,,2016,2016,10000000,2500000,3400000,850000,34.0%,3400000,0,2400000,0,0,0,0,400000,2020,Active,UFA,2006,6-0,217.0,1981-11-26 00:00:00,Regina (Canada),23,2006,0,0,"Jon Ryan signed a four year, $10 million contract with the Seattle Seahawks on March 12, 2016. Ryan received a $2.4 million signing bonus.",0,Jon Ryan,,,,,,,,,,,,,,,,,,,,,,,,,
210,1556,49ers,31,43OLB,Defense,5,42803.0,2017,2017,26500000,5300000,11500000,2300000,43.4%,12000000,0,7000000,0,0,1250000,250000,0,2022,Active,UFA,2011,6-0,226.0,1989-07-05 00:00:00,USC,32,2011,7,242,"Malcolm Smith signed a five year, $26.5 millon contract with the 49ers. Smith\'s contract has $12 million guaranteed including a $7 million signing bonus. In each year of the contract there are per game roster bonuses. The 2020 and 2021 years are both option years.",2499278,Malcolm Smith,2015.0,6394.0,Malcolm Smith,LB,45.7,65,\N,\N,\N,\N,\N,61.7,37.9,74.4,89.3,0.0,0.0,0.0,0.0,0.0,412.0,83.0,667.0,1162.0,16.0
211,2560,Raiders,16,43OLB,Defense,1,,2017,2017,615000,615000,0,0,0,0,0,0,0,0,0,10000,0,2018,Active,SFA,2013,6-3,260.0,1990-01-31 00:00:00,Eastern Michigan,23,2013,0,0,,0,Andy Mulumba,2015.0,8151.0,Andy Mulumba,ED,47.9,\N,\N,\N,\N,\N,\N,49.2,57.2,60,66.1,0.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,46.0,4.0
212,2672,Broncos,13,K,Special,1,42901.0,2017,2017,2746000,2746000,0,0,0.0%,0,0,0,0,0,0,0,0,2018,Active,RFA,2014,6-3,201.0,1991-07-25 00:00:00,Temple,10,2013,0,0,"Brandon McManus signed a one year, $2.746 million contract as a restricted free agent with the Broncos on June 15, 2017. None of the contract is guaranteed.",2541556,Brandon McManus,,,,,,,,,,,,,,,,,,,,,,,,,
213,2383,Giants,17,WR,Offense,2,,2016,2016,1290000,645000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,SFA,2015,6-0,191.0,1990-07-14 00:00:00,Georgia,13,2013,5,161,,2539235,Tavarres King,2014.0,7943.0,Tavarres King,WR,49.8,\N,60,60,49.6,60,59,60,60,60,71.3,0.0,22.0,0.0,0.0,33.0,0.0,0.0,0.0,55.0,2.0
214,1592,Steelers,8,RG,Offense,5,,2016,2017,50000000,10000000,16000000,3200000,32.0%,16000000,0,16000000,0,10540000,0,0,0,2022,Active,Extension,2012,6-5,316.0,1990-01-11 00:00:00,Stanford,8,2012,1,24,"The Steelers signed David DeCastro to a five year, $50 million contract extension. DeCastro receieved a $16 million signing bonus. If he is on the roster on the 3rd day of the 2016 and 2017 League Year he will receive roster bonuses of $6.75 and $3.79 million.",0,David DeCastro,2015.0,7640.0,David DeCastro,G,83.5,14,\N,\N,\N,86.6,79.9,\N,\N,\N,80.7,0.0,0.0,780.0,0.0,453.0,0.0,0.0,0.0,1233.0,18.0
215,903,Bears,21,WR,Offense,1,42885.0,2017,2017,2000000,2000000,500000,500000,25.0%,500000,0,500000,0,0,500000,0,2000000,2018,Active,SFA,2010,6-0,204.0,1986-11-11 00:00:00,Massachusetts,17,2010,0,0,"Victor Cruz signed a one year contract with the Bears on May 30, 2017. Cruz received a $500,000 signing bonus and can earn up to $500,000 in roster bonuses. Cruz can earn an additional $2 million in incentives to bring the contract to a maximum value of $4 million. Please cite OTC and link back to this page if using this information.",2507855,Victor Cruz,2014.0,5827.0,Victor Cruz,WR,68.0,77,60,60,66.9,60,65.6,60,60,60,86.5,0.0,211.0,0.0,0.0,171.0,0.0,0.0,0.0,382.0,6.0
216,1619,Steelers,8,RT,Offense,5,,2014,2015,30000000,6000000,7650000,7650000,25.5%,0,0,7650000,0,0,0,250000,0,2020,Active,Extension,2011,6-6,330.0,1988-02-15 00:00:00,Florida,8,2011,2,63,"Tackle Marcus Gilbert signed a 5 year, $30 million contract extension with the Pittsburgh Steelers on August 20, 2014. Gilbert received a $7.65 million signing bonus. On the 5th day of the 2015 League Year he will earn a $3.5 million roster bonus and can earn $50,000 in annual workout bonuses.  Gilbert had one year remaining on his contract at the time of signing. His 2014 salary cap charge increased by $1,364,897. Gilbert converted his 2015 roster bonus and most of his 2015 base salary into a signing bonus on February 23, 2015. The move reduced his 2015 cap charge by $3.724M.",0,Marcus Gilbert,2013.0,6215.0,Marcus Gilbert,T,66.6,46,60,60,60,68.2,62.7,60,60,60,55.6,0.0,0.0,605.0,0.0,360.0,0.0,0.0,0.0,965.0,16.0
217,1625,Steelers,8,S,Defense,3,,2016,2016,4950000,1650000,1250000,416667,25.3%,0,0,1250000,0,0,0,0,0,2019,Active,UFA,2012,5-11,202.0,1990-09-13 00:00:00,Arizona,8,2012,0,0,"Robert Golden signed a three year, $4.95 million contract with the Steelers on March 9, 2016. Golden received a $1.25 million signing bonus.",2534822,Robert Golden,2015.0,7303.0,Robert Golden,S,73.3,53,\N,\N,\N,\N,\N,61.6,73.8,68.5,45.6,0.0,0.0,0.0,0.0,0.0,149.0,12.0,274.0,435.0,14.0
218,1629,Colts,10,ILB,Defense,1,42812.0,2017,2017,2500000,2500000,750000,750000,30.0%,750000,0,750000,0,0,500000,0,500000,2018,Active,UFA,2012,5-11,231.0,1990-06-07 00:00:00,Miami,8,2012,3,86,,2532952,Sean Spence,2015.0,7087.0,Sean Spence,LB,49.6,\N,\N,\N,\N,\N,\N,57.4,50.1,59.5,70.3,0.0,0.0,0.0,0.0,0.0,85.0,39.0,149.0,273.0,13.0
219,1641,Titans,12,C,Offense,4,,2016,2016,17500000,4375000,7500000,1875000,42.9%,7500000,0,3500000,0,500000,0,0,0,2020,Active,UFA,2012,6-3,308.0,1989-07-02 00:00:00,Georgia,9,2012,4,99,"Ben Jones signed a four year $17.5 million contract with the Tennessee Titans on March 9, 2016. Jones received a $3.5 million signing bonus and has $7.5 million fully guaranteed.",0,Ben Jones,2015.0,7099.0,Ben Jones,C,77.4,18,\N,\N,\N,77.8,68,\N,\N,\N,26.5,0.0,0.0,742.0,0.0,532.0,0.0,0.0,0.0,1274.0,17.0
220,1644,Eagles,19,RG,Offense,5,,2016,2016,40000000,8000000,17000000,3400000,42.5%,21000000,4000000,11000000,0,0,0,0,2500000,2021,Active,UFA,2012,6-5,335.0,1989-08-19 00:00:00,Miami (Ohio),9,2012,3,76,"Brandon Brooks signed a five year, $40 million contract with the Philadelphia Eagles on March 9, 2016. Brooks received a $11 million signing bonus and $17 million fully guaranteed upon signing. Brooks can earn an additional $4 million in full guaratees if he is on the roster in March of 2018.",0,Brandon Brooks,2015.0,7078.0,Brandon Brooks,G,79.9,19,\N,\N,\N,88.6,52.1,\N,\N,\N,55.1,0.0,0.0,620.0,0.0,445.0,0.0,0.0,0.0,1065.0,15.0
221,1648,Falcons,25,43DE,Defense,5,,2015,2015,22500000,4500000,6900000,1380000,30.7%,9000000,2100000,0,0,0,0,0,1000000,2020,Active,UFA,2011,6-3,254.0,1987-02-28 00:00:00,Arizona,9,2011,2,42,"Brooks Reed signed a 5 year, $22.5 million contract with the Falcons on March 11, 2015. Reed received a $4.7 million signing bonus and his $2.2 million base salary is also guaranteed. If Reed is on the roster the 3rd day of the 2016 league year his 2016 salary will become fully guaranteed.",2495218,Brooks Reed,2014.0,6194.0,Brooks Reed,ED,77.7,48,60,60,60,60,60,70.8,76.1,74,55.6,0.0,0.0,0.0,0.0,0.0,313.0,343.0,144.0,800.0,16.0
222,1651,Vikings,24,QB,Offense,1,42829.0,2017,2017,2000000,2000000,1000000,1000000,50.0%,250000,0,250000,0,0,750000,50000,200000,2018,Active,UFA,2013,6-1,205.0,1988-02-17 00:00:00,Houston,9,2012,0,0,"Case Keenum signed a one year, $2 million contract with the Vikings on April 4, 2017. We have not yet confirmed the details of the contract but are estimating that he received $250,000 to sign and that another $750,000 is available in per game roster bonuses. If you use this information please credit OTC and mention that it is not confirmed.",2532888,Case Keenum,2015.0,7323.0,Case Keenum,QB,73.6,\N,74,53.5,\N,\N,\N,\N,\N,\N,63.6,138.0,0.0,0.0,4.0,158.0,0.0,0.0,0.0,300.0,6.0
223,2692,Cardinals,29,LT,Offense,1,42843.0,2017,2017,540000,540000,0,0,0.0%,0,0,0,0,0,0,0,0,2018E,Active,ERFA,2016,6-7,315.0,1991-07-18 00:00:00,Boston College,16,2013,0,0,,0,John Wetzel,,,,,,,,,,,,,,,,,,,,,,,,,
224,1660,Texans,9,LT,Offense,6,,2012,2013,53400000,8900000,22081500,3680250,41.4%,22081500,0,12500000,0,0,0,0,0,2019,Active,Extension,2008,6-4,303.0,1985-08-30 00:00:00,Virginia Tech,9,2008,1,26,,0,Duane Brown,2011.0,4340.0,Duane Brown,T,86.6,6,60,60,60,86.1,82.5,60,60,60,75.7,0.0,0.0,576.0,0.0,617.0,0.0,0.0,0.0,1193.0,18.0
225,1667,Broncos,13,34DE,Defense,2,,2016,2016,4000000,2000000,1000000,500000,25.0%,1000000,0,1000000,0,0,0,500000,0,2018,Active,UFA,2012,6-4,285.0,1989-08-21 00:00:00,Nebraska,9,2012,4,126,,2532822,Jared Crick,2015.0,7126.0,Jared Crick,DI,39.7,118,\N,\N,\N,\N,\N,45,43.3,60.1,88.2,0.0,0.0,0.0,0.0,0.0,374.0,480.0,1.0,855.0,17.0
226,1669,Texans,9,34DE,Defense,6,,2014,2016,100000000,16666667,20876385,3479398,20.9%,51876385,31000000,10000000,0,10000000,0,0,0,2022,Active,Extension,2011,6-5,289.0,1989-03-22 00:00:00,Wisconsin,9,2011,1,11,"DE JJ Watt signed a six year, $100 million contract extension with the Houston Texans on September 2, 2014. Watt had two years remaining on his contract, meaning the new deal will run through the 2021 season. <a href=\""http://blog.chron.com/ultimatetexans/2014/09/the-inside-details-of-j-j-watts-record-deal/?cmpid=twitter-mobile#26372101=0\"" target=\""_blank\"">Details of the contract are currently based on a report by John McClain of the Houston Chronicle</a>. Upon signing the contract Watt received a $10 million signing bonus and guaranteed salaries in 2014 and 2015 to bring his total of fully guaranteed salary to $20.876 million. If he is on the roster on the 5th day of the 2015 League year he wil receive a $10 million roster bonus and will have his 2016 and 2017 base salaries become fully guaranteed in 2016. Watt converted the roster bonus to a signing bonus in 2015 to create $8 million in cap space.",2495488,JJ Watt,,,,,,,,,,,,,,,,,,,,,,,,,
227,1670,Texans,9,CB,Defense,3,,2015,2015,22000000,7333333,11500000,3833333,38.3%,11500000,0,1500000,0,0,1500000,0,0,2018,Active,Other,2006,5-11,188.0,1984-04-16 00:00:00,South Carolina,7,2006,1,24,"The Texans signed Johnathan Joseph to a two year contract extension worth $13.5 million in new money on June 18, 2015. According to Troy Chapman, <a href=\""http://texanscap.com/jonathan-joseph-salary-cap-table/\"" target=\""_blank\"">Joseph received a $1.5 million signing bonus</a>. In each year of the contract Joseph can earn $500,000 in gameday active roster bonuses. Joseph\'s 2015 salary cap charge was decreased by $500,000. Because of the large guarantee relative to the size of the extension I am going to value this as a three year, $22 million contract.",2495872,Johnathan Joseph,2014.0,2969.0,Johnathan Joseph,CB,79.5,21,60,60,60,60,60,60,45.6,79.8,57.6,0.0,0.0,0.0,0.0,0.0,316.0,0.0,558.0,874.0,16.0
228,1692,Texans,9,34OLB,Defense,4,,2015,2016,26000000,6500000,10681012,2670253,41.1%,10681012,0,5250000,0,0,1750000,0,0,2020,Active,Extension,2012,6-4,258.0,1990-07-21 00:00:00,Illinois,9,2012,1,26,"Whitney Mercilus signed a 4 year contract extension on May 5, 2015. The contract contains $10,681,012 in full guarantees including a signing bonus of $5.25 million.  Mercilus base salaries in 2015 and 2016 are both fully guaranteed. He is elibible for per game active roster bonuses in each year of his exension. The Texans increases his cap charge by $550,000 in 2015 with the extension. &nbsp;",2533049,Whitney Mercilus,2014.0,7031.0,Whitney Mercilus,ED,76.2,52,60,60,60,60,60,55.3,84.5,50,35.6,0.0,0.0,0.0,0.0,0.0,325.0,401.0,95.0,821.0,15.0
229,691,Dolphins,3,LS,Special,1,42803.0,2017,2017,1080000,1080000,40000,40000,3.7%,40000,0,40000,0,0,0,0,0,2018,Active,UFA,2005,6-5,255.0,1978-12-13 00:00:00,BYU,3,2005,0,0,John Denney signed a one year contract with the Dolphins.,0,John Denney,,,,,,,,,,,,,,,,,,,,,,,,,
230,1698,Titans,12,P,Special,5,,2015,2015,15000000,3000000,5000000,1000000,33.3%,5000000,0,2500000,0,0,0,0,200000,2020,Active,UFA,2008,6-2,214.0,1986-02-17 00:00:00,Toledo,13,2008,0,0,"Brett Kern signed a five year, $15 million contract with the Tennessee Titans on March 9, 2015. Kern received a $2.5 million signing bonus and another $2.5 million in salary guarantees.",4263,Brett Kern,,,,,,,,,,,,,,,,,,,,,,,,,
231,1703,Steelers,8,CB,Defense,2,42811.0,2017,2017,2600000,1300000,425000,212500,16.3%,425000,0,425000,0,0,0,0,0,2019,Active,UFA,2012,5-11,187.0,1988-11-15 00:00:00,Clemson,12,2012,4,115,"Coty Sensabaugh signed a three year $14.5 million contract with the Rams on March 15, 2016. Sensabaugh received $5.5 million guaranteed upon signing. Sensabaugh can void the 2018 contract year.",2532946,Coty Sensabaugh,2015.0,7115.0,Coty Sensabaugh,CB,47.1,93,\N,\N,\N,\N,\N,56.6,69.9,46.3,90.5,0.0,0.0,0.0,0.0,0.0,442.0,14.0,562.0,1018.0,16.0
232,1722,Bears,21,WR,Offense,1,42811.0,2017,2017,2000000,2000000,1000000,1000000,50.0%,1000000,0,250000,0,0,500000,0,2000000,2018,Active,UFA,2012,5-10,191.0,1989-11-12 00:00:00,Baylor,12,2012,1,20,,2532977,Kendall Wright,2015.0,7026.0,Kendall Wright,WR,72.0,56,\N,63.4,69.6,\N,73.2,\N,\N,\N,57.9,0.0,290.0,0.0,5.0,123.0,0.0,0.0,0.0,418.0,10.0
233,1723,Browns,6,WR,Offense,4,42804.0,2017,2017,32500000,8125000,10500000,2625000,32.3%,17000000,6500000,6500000,0,0,0,0,0,2021,Active,UFA,2009,6-3,215.0,1988-09-19 00:00:00,Rutgers,12,2009,1,30,"Kenny Britt signed a four year, $32.5 million contract with the Browns on March 10, 2017. Britt received $10.5 million fully guaranteed at signing and another $6.5 million can become fully guaranteed in 2018.",71217,Kenny Britt,2015.0,4953.0,Kenny Britt,WR,74.2,49,\N,60,73.6,\N,75.7,\N,\N,\N,34.1,0.0,386.0,0.0,0.0,275.0,0.0,0.0,0.0,661.0,16.0
234,2612,Seahawks,32,WR,Offense,1,,2017,2017,615000,615000,0,0,0.0%,0,0,0,0,0,0,0,0,2018R,Active,SFA,2013,6-4,219.0,1990-03-11 00:00:00,Florida State,24,2013,0,0,,0,Rodney Smith,2014.0,8165.0,Rodney Smith,WR,58.7,\N,60,60,58.3,60,62.6,60,60,60,62.3,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,3.0
235,108,Cardinals,29,CB,Defense,2,,2016,2016,1290000,645000,0,0,0.0%,0,0,0,0,0,0,0,0,2018,Active,SFA,2013,5-11,186.0,1988-07-20 00:00:00,West Texas A&M,21,2012,0,0,,2535988,Brittan Golden,2015.0,7481.0,Brittan Golden,WR,59.0,\N,\N,60,58,\N,67.5,\N,\N,\N,61.7,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,21.0,8.0
236,2462,Bills,1,FB,Offense,4,42804.0,2017,2017,8400000,2100000,3300000,825000,39.3%,4800000,1500000,2000000,0,0,0,0,0,2021,Active,UFA,2011,6-1,234.0,1989-04-30 00:00:00,South Carolina,15,2011,0,0,"Patrick DiMarco signed a four year, $8.4 million contract with the Bills that contains $4.8 million in guarantees, including a $2 million signing bonus.",2530763,Patrick DiMarco,2015.0,6997.0,Patrick DiMarco,FB,90.4,1,\N,59.9,75.8,44,90.2,\N,\N,\N,81.4,0.0,136.0,42.0,1.0,192.0,0.0,0.0,0.0,371.0,16.0
237,262,Redskins,20,ILB,Defense,1,42829.0,2017,2017,2300000,2300000,700000,700000,30.4%,700000,0,500000,0,0,250000,0,2300000,2018,Active,UFA,2012,6-1,248.0,1989-10-23 00:00:00,North Carolina,12,2012,2,52,"Zach Brown signed a one year, $2.3 million contract with the Redskins on April 4, 2017. Brown received $700,000 in guaranteed salary including a signing bonus worth $500,000. Brown has $250,000 that he can earn as per game roster bonuses. Another $2.3 million is available as performance based incentives. We are estimating that $250,000 of the incentives are LTBE and count against the Redskins cap in 2017. Please note that this is not a \""verified report\"" and if using any of the data on this page please include a link back to this page and cite OTC as the source of the material.",2532804,Zach Brown,2015.0,7055.0,Zach Brown,LB,78.9,26,\N,\N,\N,\N,\N,63.7,52.4,81.6,31.1,0.0,0.0,0.0,0.0,0.0,230.0,31.0,234.0,495.0,16.0
238,217,Cowboys,18,LS,Special,5,,2013,2013,5500000,1100000,600000,120000,10.9%,600000,0,600000,0,0,0,0,0,2018,Active,UFA,2005,6-5,259.0,1981-03-13 00:00:00,California,27,2005,0,0,,2506282,LP Ladouceur,,,,,,,,,,,,,,,,,,,,,,,,,
239,1774,Vikings,24,43DE,Defense,5,,2014,2014,42500000,8500000,19800000,3960000,46.6%,19800000,0,6000000,0,0,0,500000,0,2019,Active,UFA,2010,6-3,273.0,1987-12-22 00:00:00,USC,24,2010,4,100,"DE Everson Griffen signed a five year, $42.5 million contract with the Minnesota Vikings on March 11, 2014. Griffen received $19.8 million fully guaranteed. The guarantee is made up of a $6 million signing bonus and his 2014 and 2015 base salaries. Base salaries are $6,900,000(2014), $6,900,000(2015), $6,900,000(2016), $6,900,000(2017), and $8,400,000(2017).",496790,Everson Griffen,2013.0,5624.0,Everson Griffen,ED,81.6,28,60,60,60,60,60,80.6,71.9,56.1,75.2,0.0,0.0,0.0,0.0,0.0,233.0,455.0,29.0,717.0,16.0
240,1779,Vikings,24,S,Defense,5,,2016,2017,51250000,10250000,15278000,3055600,29.8%,28578000,13300000,10000000,0,0,1400000,600000,0,2022,Active,Extension,2012,6-2,214.0,1989-02-02 00:00:00,Notre Dame,24,2012,1,29,"Harrison Smith signed a five year contract extension with the Vikings on June 6, 2016 worth $51.25 million in new money Upon signing Smith received a $10 million signing bonus and a full guarantee of $15.278 million. The total guaranteed portion of the contract is worth $28.578 million. The injury only guarantees become fully guaranteed if Smith is on the roster on the 3rd day of the respective league year. There are annual per game active roster bonuses in Smith\'s contract.",2532948,Harrison Smith,2015.0,7641.0,Harrison Smith,S,88.9,1,\N,\N,\N,\N,\N,71,88.8,82.4,88.6,0.0,0.0,0.0,0.0,0.0,327.0,39.0,496.0,862.0,14.0
241,1782,Vikings,24,WR,Offense,4,,2015,2016,14800000,3700000,4342000,1085500,29.3%,7042000,2700000,2800000,0,0,200000,200000,0,2020,Active,Extension,2012,5-10,180.0,1989-11-25 00:00:00,Arkansas,24,2012,4,118,,2532978,Jarius Wright,2014.0,7118.0,Jarius Wright,WR,71.9,62,60,60.5,70.9,60,68.6,60,60,60,83.8,0.0,382.0,0.0,5.0,139.0,0.0,0.0,0.0,526.0,16.0
242,1786,Rams,30,C,Offense,1,42830.0,2017,2017,999999,999999,99999,99999,10.0%,99999,0,99999,0,0,0,0,0,2018,Active,UFA,2008,6-4,301.0,1985-08-08 00:00:00,Notre Dame,24,2008,6,187,"John Sullivan signed a one year contract with the Rams on April 5, 2017. I am estimating that the contract is worth $999,999 and that Sullivan received a $99,999 signing bonus. Since this report is neither confirmed nor \""verified\"" please credit and link to this OTC page if using this information or where you found this \""verified report\"".",0,John Sullivan,2014.0,4501.0,John Sullivan,C,82.9,6,60,60,60,83.5,74.7,60,60,60,52.9,0.0,0.0,616.0,0.0,382.0,0.0,0.0,0.0,998.0,16.0
243,1792,Lions,22,RB,Offense,1,42885.0,2017,2017,775000,775000,0,0,0,0,0,0,0,0,0,0,0,2018,Active,SFA,2012,6-0,234.0,1987-07-24 00:00:00,Utah,24,2011,0,0,"RB Matt Asiata signed a one year $775,000 contract with the Lions on May 30, 2017.",2495258,Matt Asiata,2015.0,6432.0,Matt Asiata,HB,63.9,53,\N,63.3,70,64.6,\N,\N,\N,\N,66.6,0.0,106.0,59.0,30.0,14.0,0.0,0.0,0.0,209.0,17.0
244,1799,Giants,17,TE,Offense,4,42807.0,2017,2017,18000000,4500000,8000000,2000000,44.4%,8000000,0,5000000,0,0,0,100000,0,2021,Active,UFA,2012,6-5,250.0,1988-10-03 00:00:00,USC,24,2012,4,128,"Rhett Ellison signed a four year, $18 million contract with the Giants on March 13, 2017. Ellison received $8 million fully guaranteed at signing including a signing bonus of $5 million.",2532835,Rhett Ellison,2015.0,7128.0,Rhett Ellison,TE,66.0,36,\N,\N,62.4,70,58.3,\N,\N,\N,70.8,0.0,96.0,79.0,0.0,304.0,0.0,0.0,0.0,479.0,15.0
245,1800,Cowboys,18,S,Defense,1,42845.0,2017,2017,855000,855000,80000,80000,9.4%,80000,0,80000,0,0,0,0,0,2018,Active,UFA,2012,6-1,200.0,1989-09-07 00:00:00,Notre Dame,24,2012,5,139,"Robert Blanton signed a one year contract with the Cowboys on April 20, 2017. We are estimating that Blanton received a signing bonus worth $80,000. If using this information please cite OTC as the source and link back to this page.",2532794,Robert Blanton,2015.0,7136.0,Robert Blanton,S,61.1,\N,\N,\N,\N,\N,\N,60,62.1,59.1,68.5,0.0,0.0,0.0,0.0,0.0,109.0,1.0,127.0,237.0,12.0
246,1807,Bengals,7,43DT,Defense,5,,2013,2014,53327000,10665400,15000000,3000000,28.1%,15000000,0,15000000,0,3000000,0,1500000,500000,2019,Active,Extension,2010,6-1,303.0,1988-03-28 00:00:00,Georgia,7,2010,4,120,,496762,Geno Atkins,2012.0,5643.0,Geno Atkins,DI,97.1,2,60,60,60,60,60,94.7,93.5,60.2,81.4,0.0,0.0,0.0,0.0,0.0,311.0,554.0,2.0,867.0,17.0
247,1811,Buccaneers,28,43DT,Defense,7,,2014,2015,95200000,13600000,14757308,2108187,15.5%,51500000,36742692,2500000,0,18000000,0,0,2800000,2022,Active,Extension,2010,6-4,300.0,1988-02-25 00:00:00,Oklahoma,28,2010,1,3,"DT Gerald McCoy signed a 7 year, $95.2 million contract extension with the Tampa Bay Buccaneers on October 25, 2014. <a href=\""http://www.nationalfootballpost.com/Inside-Gerald-McCoys-monster-deal.html\"" target=\""_blank\"">All contract details come from Joel Corry of the National Football Post. </a> McCoy will receive $14,757,308 in full guarantees which will be paid out in 2014 as base salary and a $2.5 million oster bonus. If McCoy is on the Buccaneers roster on the 5th day of the 2015 waiver period his $5 million base salary and $6.5 million roster bonus will become fully guaranteed as will his $6 million 2016 salary. If McCoy is on the Buccaneers roster on the 3rd day of the 2016 League Year his 2016 $6.5 million roster bonus and $12,742,692 of his 2017 base salary will become fully guaranteed. In 2020 and 2021 McCoy has roster bonuses of $2.5 million that are paid on the 3rd day of the League Year.",496816,Gerald McCoy,2013.0,5528.0,Gerald McCoy,DI,93.1,2,60,60,60,60,60,94.7,79.5,60,17.6,0.0,0.0,0.0,0.0,0.0,390.0,595.0,0.0,985.0,16.0
248,1822,Browns,6,43DE,Defense,5,,2013,2013,34000000,6800000,12000000,2400000,35.3%,15000000,3000000,5000000,0,5000000,0,0,0,2018,Active,UFA,2009,6-6,310.0,1985-12-15 00:00:00,Harvard,16,2009,0,0,"DE Desmond Bryant signed a five year, $34 million contract with the Cleveland Browns on March 12, 2013. Bryant received $12 million in fully guaranteed salary upon signing. The full guarantee consisted of a $5 million signing bonus, $5 million roster bonus, and $2 million base salary all paid in 2014. Another $3 million in guarantees for 2014 was earned when Bryant remained on the Browns roster following the 2013 Super Bowl.",2507568,Desmond Bryant,2012.0,5204.0,Desmond Bryant,DI,84.8,14,60,60,60,60,60,82.6,76,60,35.4,0.0,0.0,0.0,0.0,0.0,278.0,365.0,2.0,645.0,16.0
249,1823,Chargers,15,34DT,Defense,3,,2016,2016,13500000,4500000,5500000,1833333,40.7%,5500000,0,3000000,0,0,0,0,0,2019,Active,UFA,2007,6-1,311.0,1985-01-15 00:00:00,California,32,2007,3,85,"Brandon Mebane signed a three year, $13.5 million contract with the Chargers on March 9, 2016. Mebae received a $3 million signing bonus amd $5.5 million in full guarantees.",2495677,Brandon Mebane,2015.0,3701.0,Brandon Mebane,DI,73.5,70,\N,\N,\N,\N,\N,72.9,50.6,61.8,46.9,0.0,0.0,0.0,0.0,0.0,301.0,275.0,10.0,586.0,17.0
250,1835,Rams,30,34DT,Defense,3,42618.0,2016,2017,33250000,11083333,18146000,6048667,54.6%,24396000,6250000,3000000,0,14000000,250000,0,7000000,2020,Active,Extension,2012,6-5,326.0,1990-12-21 00:00:00,LSU,30,2012,1,14,"Michael Brockers signed  three year extension worth $33.25 million with the Rams. $18.146 million is fully guaranteed upon signing, including a $3 million signing bonus, his 2016 base salary, and his 2017 roster bonus. If Brockers is on the Rams roster on the 3rd day of the 2017 league yuear another $6.25 million will become fully guaranteed.",2533050,Michael Brockers,2015.0,7020.0,Michael Brockers,DI,78.7,35,\N,\N,\N,\N,\N,67.9,78.5,60.8,37.1,0.0,0.0,0.0,0.0,0.0,298.0,402.0,6.0,706.0,16.0
251,1838,Colts,10,34DE,Defense,4,,2015,2015,17200000,4300000,2500000,625000,14.5%,2500000,0,1000000,0,2500000,0,0,0,2019,Active,SFA,2008,6-6,313.0,1986-01-27 00:00:00,Hampton,3,2008,3,66,"Kendall Langford signed a four year, $22 million contract with the St. Louis Rams on March 17, 2012. Lankford received $6 million in fully guaranteed salary, including a $4 million signing bonus. His 2013 base salary became fully guaranteed following the 2012 Super Bowl. Langford will earn $100,000 if selected to the Pro Bowl and is eligible for escalators in 2013, 2014, and 2015 based on performance.",270,Kendall Langford,2014.0,4380.0,Kendall Langford,DI,76.3,57,60,60,60,60,60,62.1,75.1,61.1,85.6,0.0,0.0,0.0,0.0,0.0,246.0,242.0,6.0,494.0,16.0
252,1839,Broncos,13,34DE,Defense,1,42858.0,2017,2017,775000,775000,0,0,0.0%,0,0,0,0,0,0,0,0,2018,Active,UFA,2012,6-4,295.0,1989-04-15 00:00:00,Boise State,6,2012,6,205,"Billy Winn signed a contract with the Broncos on May 3, 2017. We are estimating that the contract is worth $775,000.",2532976,Billy Winn,2015.0,7190.0,Billy Winn,DI,42.8,108,\N,\N,\N,\N,\N,46.3,49.2,60.3,83.3,0.0,0.0,0.0,0.0,0.0,154.0,176.0,1.0,331.0,12.0
